1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56
10005.8,9.4,4.8,0.404,4.6,0.396,0,0,9.4,80,0,0,2,0.105,0,0,3.6,0.437,0.8,0.036,2.6,0.181,0.4,0.04,0,0,9.4,79.9,0.5,0.061,8.9,0.739,0,0,0,0,9.4,80,2.3,0.151,7.1,0.649,0,0,9.4,COUNT PARTICIPANTS,44,35,1,0,2,6,1,2,0,3
